Store,Address,phone,website
"C & B Operations LLC (Gettysburg)","30965 US HWY 212 GETTYSBURG SD 57442","605-765-2434 / 800-333-3658",https://deerequipment.com/
"C & B Operations LLC (Plentywood)","804 EAST 1st AVE PLENTYWOOD MT 59254","406-765-1531 / 800-443-9447",https://deerequipment.com/
"Forklifts of North Dakota (F/MN)","1808 E. Main Avenue West Fargo ND 58078","701-282-2334 / 800-342-4964",http://www.forkliftsofmn.com/?division=nd
"C & B Operations LLC (Circle)","705 B AVENUE CIRCLE MT 59215","406-485-2145",https://deerequipment.com/
"C & B Operations LLC (Miller)","1810 N BROADWAY AVE MILLER SD 57362","605-853-2482 / 800-658-3658",https://deerequipment.com/
"Ross Equipment Ltd.","1330 Mountain Avenue Winnipeg MB R2X3A3","204-633-8065 / N/A",http://www.rossequipment.com/
"C & B Operations LLC (Miles City)","2514 HAYNES AVE S MILES CITY MT 59301","406-232-3211 / 800-828-2378",https://deerequipment.com/
"Cervus Equipment","505 Park Street, Regina Saskatchewan S4N 5B2","306-721-4608 / N/A",http://www.cervusequipment.com/
"C & B Operations LLC (Glasgow)","54272 HWY 2 EAST GLASGOW MT 59230","406-228-2496 / 800-428-2496",https://deerequipment.com/
"C & B Operations LLC (Chamberlain)","1300 EAST KING AVE CHAMBERLAIN SD 57325","605-234-5538",https://deerequipment.com/
"Forklifts of Toedo - B&B Forklifts","9180 US Route 62, Orient OH 43146","614-877-0037 / 888-432-9368",https://bbforklift.com/
"Next Lift, Inc","2271 Arbor Blvd, Moraine, OH 45439","937-387-8140",http://www.next-lift.com/
"Valley Industrial Trucks, Inc.","1620 East Market St., Akron OH 44305","330-733-6301 / 888-375-0829",http://www.valleyindustrialtrucks.com/
"Forklifts of Toledo","140 Byrne Road, Toledo OH 43607","419-531-6110",https://forkliftsoftoledo.com/
"A. J. Gates Company","29855 Aurora Road, Solon OH 44139","",http://www.ajgates.com/
"Jefferds Corporation","514 29th St., Parkersburg WV 26101","304-422-6491 / 800-735-8111",http://www.jefferds.com/
"Valley Industrial Trucks, Inc.","1152 Meadowbrook Ave., Youngstown OH 44512","330-788-4081 / 888-375-0829",http://www.valleyindustrialtrucks.com/
"Ryder Material Handling","2970 Walker Road Windsor ON N8W3R3","519-966-2450 / 800-268-2125",http://www.rydermaterialhandling.com/
"Morrison Industrial Equipment, Co.","1401 W Fort St. Rm 1006 Detroit MI 48233","810-227-6311",http://www.morrison-ind.com/
"Complete Forklift Repair","7964 Kentucky Drive Ste 13 Florence, KY 41042","888-680-5438",http://completeforkliftrepair.com/
"Ryder Material Handling","128 Byng Avenue Chatham ON N7M6C6","800-265-5014",http://www.rydermaterialhandling.com/
"Jefferds Corporation","2070 Winfield Road, St. Albans 25177","304-755-8111 / 800-735-8111",http://www.jefferds.com/
"Morrison Industrial Equipment, Co","1183 South Old US Highway 23 Brighton, Mi 48114","810-227-6311",http://www.morrison-ind.com/
"Langer Material Handling, Inc.","100 Industrial Drive West, Valencia PA 16059","724-898-2000",http://www.langermhi.com/
"Complete Forklift Repair, LLC","1000 Owenton Road, Corinth,KY 41010","888-680-5438",http://www.completeforkliftrepair.com/
"Hugg & Hall Equipment","4700 North Bryant Ave, Oklahoma City OK 73121","405-670-4343 / 800-593-2830",http://www.hugghall.com/
"Hugg & Hall Equipment","5109 West 21st Street, Tulsa OK 74107","918-438-7200 / 888-340-6808",http://www.hugghall.com/
"Associated Supply Company, Inc.","4146 IH-10 East, San Antonio TX 782219","210-333-8000",http://www.ascoeq.com/
"Associated Supply Company, Inc.","2900 Henry S Grace Freeway, Wichita Falls TX 76302","940-687-2726",http://ascoeq.com/
"Elite Material Handling","900 Port America Place, Grapevine TX 76051","817-595-5995",http://www.elitemh.com/
"Hugg & Hall Equipment","7101 South Zero Street, Ft. Smith AR 72903","479-648-3322 / 888-340-6808",http://www.hugghall.com/
"Hugg & Hall Equipment","331 Agnes Drive, Springdale AR 76762","479-361-1262 / 888-340-6808",http://www.hugghall.com/
"Lift Truck Center, Inc.","4000 W. 33rd Circle South, Wichita KS 67217","316-942-7465",http://www.ltcenter.com/
"Associated Supply Company, Inc.","2602 E Front St, Tyler, TX 75702","903-593-0201",http://www.ascoeq.com/
"Associated Supply Company, Inc.","3010 South Treadaway Blvd, Abilene TX 79602","325-698-2726 / 888-376-1321",http://www.ascoeq.com/
"Louisiana Lift, Inc.","6847 Greenwood Dr. Shreveport LA 71133","318-631-5100",http://www.lalift.com/
"JJ Connell Co.","3015 N. Lester Jones Ave. Springfield, MO 65803","888-522-6099",http://www.jjconnellco.com/
"Associated Supply Company, Inc.","7576 I-40 East, Amarillo TX 79118","806-372-8386 / 888-376-1321",http://www.ascoeq.com/
"Hugg & Hall Equipment","7201 Scott Hamilton Dr., Little Rock AR 72209","501-562-1262 / 888-340-6808",http://www.hugghall.com/
"Associated Supply Company, Inc.","202 Interstate 35 Frontage Rd, Belton, TX 76513","(254) 613-1500",http://www.ascoeq.com/
"Norlift of Oregon, Inc.","7373 SE Milwaukee Expressway, Portland OR 97222","503-659-5438 / 800-452-0050",http://www.norliftor.com/
"Mid Columbia Forklift","2605 N. Commercial Ave. Pasco WA 99301","509-547-7413 / 866-380-0383",http://www.midcolumbiaforklift.com/
"Mid Columbia Forklift","1007 N. 16th Avenue Yakima WA 98902","509-457-5137 / 866-380-0383",http://www.midcolumbiaforklift.com/
"Dillon Toyota Lift","Dillon Toyota Lift 1905 Madison Ave. Nampa ID 83687","208-466-8994 / 800-327-7741",http://www.dillontoyotalift.com/
"Mid Columbia Forklift","5534 Industry Lane East Wenatchee WA 98802","509-663-9009 / 866-380-0383",http://www.midcolumbiaforklift.com/
"Mid Columbia Forklift","4138 B Place N.W., Auburn WA 98001","253-854-5438 / 866-380-0383",http://www.midcoforklift.com/
"Reno Forklift, Inc.","171 Coney Island Drive Sparks NV 89431","775-329-1384 / N/A",http://www.renoforklift.com/
"WE Johnson Equipment","7801 NW 52nd Street Doral FL 33166","305-882-7000",http://wej-fl.com/
"G.A.F. Equipment, Inc.","8085 West 26 Court Hialeah FL 33016","305-557-3637 / N/A",http://www.gafequipment.com/
"Nationwide Lift Trucks","3900 N. 28th Terrace Hollywood, FL 33020","954-900-9444",https://www.toyotaforklift.com/dealers/nationwide-lift-trucks-inc
"Nationwide Lift Trucks","2481 Port W Blvd. W Palm Beach 33407","954-900-9444",https://www.toyotaforklift.com/dealers/nationwide-lift-trucks-inc
"WE Johnson Equipment","2120 Park 82 Fort Myers, FL 33905","239-287-0314 / (239) 888-0436 - Parts and Service",http://wej-fl.com/
"Duke Equipment Inc. DBA Florida Forklift","5155 Recker Hwy Winter Haven, Florida 33880","(863) 967-0607",https://www.floridaforklift.com/
"Duke Equipment DBA Florida Forklift","3321 N 40th St Tampa, FL 33605","(813)623-5251",https://www.floridaforklift.com/
"JAMCO Inc.","3800 Enterprise Way, Suite 1110 Sanford FL 32771","866-848-5400",http://www.jamco1.com/
"Lift Power, Inc","303 Southeast 17th Street Ocala, FL 34471","352-369-5000",http://www.liftpower.com/
"Best Line Equipment","140 Hawbaker Industrial Drive, State College PA 16803","814-237-9050 / 800-792-0635",http://www.bestline.com/
"Best Line Equipment","5120 East Trindle Road, Mechanicsburg PA 17050","800-577-7115",http://www.bestline.com/
"Best Line Equipment","1315 Hausman Road, Allentown PA 18104","484-223-3814 / 866-573-5559",http://www.bestline.com/
"Toyotalift NE","820 Phillips Rd Victor NY 14564","585-742-2150",http://www.toyotaliftne.com/
"Prolift Inc.","111 Holleder Parkway, Rochester NY 14615","585-254-4950 / 888-474-0149",http://www.proliftinc.com/
"Certified Lift Specialists Inc","4522 State Route 136, Greensburg, PA, 15601, US","724-830-9972 / N/A",https://clsforklift.com/
"Delaware Valley Lift Trucks Inc.","1311 Ford Road, Bensalem PA 19020","215-447-0000 / 888-706-5070",http://www.dvlift.com/
"Mullen Industrial Handling Corporation","6245 Fly Road, Handling East Syracuse NY 13057","315-437-3386 / N/A",http://www.mullenindustrial.com/
"Toyotalift NE","1000 Taylors Lane, Unit 6 NJ 08077","856-303-0235",http://www.toyotaliftne.com/
"Prolift Inc.","1835 Dale Road, Buffalo NY 14225","716-895-8600 / 888-474-0149",http://www.proliftinc.com/
"Alliance Material Handling, Inc.","8320 Sherwick Court, Jessup MD 20794","301-497-2600 / 866-264-5438",http://www.alliancemat.com/
"Langer Material Handling, Inc.","100 Industrial Drive West, Valencia PA 16059","724-898-2000",http://www.langermhi.com/
"Liftec, Inc.","124 Sylvania Place, Plainfield NJ 07080","908-769-0034",http://www.liftec.com/
"A. J. Jersey Inc.","125 St Nicolas Ave, South Plainfield NJ 07080","908-754-7333",http://www.ajjersey.net/
"Alliance Material Handling, Inc.","161 Industrial Drive, Winchester VA 22602","866 264 5438 / 540-868-4180",http://www.alliancemat.com/
"JV Equipment Inc.","2421 South Express 281, Edinburg TX 78542","956-383-0777",http://www.jvequipment.com/
"CNB Equipment Company, LLC","8900 Ih 37, Corpus Christi TX 74809","361-653-2304 / N/A",http://www.cnbequipment.com/
"Associated Supply Company, Inc.","1920 S East Loop 410 San Antonio, TX 78220","210-333-8000",http://www.ascoeq.com/
"Associated Supply Company, Inc.","12805 Hwy 290 East Manor, TX 78653","(512) 272-8922",http://www.ascoeq.com/
"Associated Supply Company, Inc.","2800 Highway 290 W Brenham, TX 77833","979-836-6641",http://www.ascoeq.com/
"Associated Supply Company, Inc.","926 N Sam Houston Pkwy E Houston, TX 77032","(281) 987-1990",http://www.ascoeq.com/
"Elite Material Handling","22203 Cypress Slough Drive, Houston TX 77073","281-895-5438",https://www.elitemh.com/
"Summit Handling Systems","39 Murphy Road North Franklin, CT 06254","860-642-4377",https://www.summithandling.com/?utm_source=Doosan&utm_medium=Dealer%20Locator&utm_campaign=Dealer%20Locator
"Lift Truck Parts & Service II","140 Manley Street Brockton, MA 02301","(508) 313-5600",https://www.facebook.com/lifttruckmass/
"W.D. Matthews Machinery","W.D. Matthews Machinery 297 Hartford Turnpike Shrewsbury MA 1545","508-798-3411",https://www.wdmatthews.com/
"Lift Truck Parts & Service","20 Parkside Drive, West Springfield MA 01089","866-436-7967",http://lifttruckmass.com/
"Summit Handling Systems","11 Defco Park Road North Haven, CT 06473","203-239-5351",https://www.summithandling.com/?utm_source=Doosan&utm_medium=Dealer%20Locator&utm_campaign=Dealer%20Locator
"Summit Handling Systems","63 Mall Drive Commack, NY 11725","631-236-4466",https://www.summithandling.com/?utm_source=Doosan&utm_medium=Dealer%20Locator&utm_campaign=Dealer%20Locator
"W.D. Matthews Machinery","309 Sheep Davis Road Concord NH 03301","603-225-1171",https://www.wdmatthews.com/
"Forklifts Group Of New York","21 Dixon Ave, Copiague NY 11726","631-810-3600",http://www.forkliftsgroup.com/
"Summit Handling Systems","2500 NY 208 Walden, NY 12586","845-764-8466",https://www.summithandling.com/?utm_source=Doosan&utm_medium=Dealer%20Locator&utm_campaign=Dealer%20Locator
"Liftec, Inc.","124 Sylvania Place, Plainfield NJ 07080","908-769-0034",http://www.liftec.com/
"A. J. Jersey Inc.","125 St Nicolas Ave, South Plainfield NJ 07080","908-754-7333",http://www.ajjersey.net/
"W.D. Matthews Machinery","901 Center Street Auburn ME 04210","207-784-9311",https://www.wdmatthews.com/
"Delaware Valley Lift Trucks Inc.","1311 Ford Road, Bensalem PA 19020","215-447-0000 / 888-706-5070",http://www.dvlift.com/
"Toyotalift NE","1000 Taylors Lane, Unit 6 NJ 08077","856-303-0235",http://www.toyotaliftne.com/
"Best Line Equipment","1315 Hausman Road, Allentown PA 18104","484-223-3814 / 866-573-5559",http://www.bestline.com/
"Atlantic Forklift Service","1009-B Ferguson Street, Columbia SC 29205","803-714-3330 / (803) 677-1216",http://www.atlanticforkliftservices.com/
"Southeast Industrial Equipment","9861 Highway 78, Ladson SC 29456","843-552-4825 / 866-696-9125",https://sielift.com/
"Atlantic Forklift Service","2355 Highway 101 South, Suite Greer SC 29651","864-479-1555 / (864) 499-8288",http://www.atlanticforkliftservices.com/
"Atlantic Forklift Services, LLC","5509 David Cox Road, Charlotte NC 28269","704-816-8960",https://www.atlanticforkliftservices.com/
"Lift Power, Inc","1500 Jimmy DeLoach Parkway, Ste 100 Pooler, GA 31322","912-447-9500",https://liftpower.com/
"Southeast Industrial Equipment","512 Bourne Avenue, Garden City GA 31408","912‐965‐9191 / 866-696-9125",https://sielift.com/
"Mobilift of Burlington dba Cape Fear Lift Trucks","1200 South Eastern Blvd., Fayetteville NC 28306","910-486-4200 / 888-928-2635",http://www.mobiliftnc.com/
"Mobilift of Burlington, Inc. High Point","1399 Lorraine Avenue, High Point NC 27263","336-434-4505 / 888-928-2635",http://www.mobiliftnc.com/
"Doosan Material Handling Solutions","2475 Mill Center Parkway, Buford, GA, USA","678-745-2230",http://www.doosanmhs.com/
"Mobilift of Burlington, Inc.","572 Trollingwood/Hawfields Road, Burlington NC 27302","336-578-1000 / 888-928-2635",http://www.mobiliftnc.com/
"Doosan Material Handling Solutions","5635 Gwaltney Drive Atlanta GA 30336","770-941-0239",http://www.doosanmhs.com/
"Jefferds Corporation (Homestead)","Jefferds Corporation (Homestead) 223 Lee Highway Chilhowie VA 24319","276-646-0240 / 888-848-6216",http://www.jefferds.com/
"Material Handling, Inc","4709 Middle Creek Lane Knoxville TN 37921","865-281-1500",http://www.mhiusa.net/
"Columbus Lift Service, Inc.","2815 Harley Court Columbus GA 31909","706-568-6313 / 877-507-6385",http://www.columbusliftservice.com/
"Lift Power, Inc.","6801 Suemac Place, Jacksonville FL 32254","904-783-0250",http://www.liftpower.com/
"C & B Operations LLC (Chamberlain)","1300 EAST KING AVE CHAMBERLAIN SD 57325","605-234-5538",https://deerequipment.com/
"C & B Operations LLC (Miller)","1810 N BROADWAY AVE MILLER SD 57362","605-853-2482 / 800-658-3658",https://deerequipment.com/
"C & B Operations LLC (Platte)","11 E 6th ST PLATTE SD 57469","605-337-2661",https://deerequipment.com/
"C & B Operations LLC (Gettysburg)","30965 US HWY 212 GETTYSBURG SD 57442","605-765-2434 / 800-333-3658",https://deerequipment.com/
"C & B Operations LLC (Corsica)","525 S HWY 281 CORSICA SD 57328","605-946-5444 / 800-952-2315",https://deerequipment.com/
"C & B Operations LLC (Mitchell)","2600 WEST HAVENS MITCHELL SD 57301","605-996-6633 / 800-952-2362",https://deerequipment.com/
"C & B Operations LLC (Wagner)","39660 SD HWY 46 WAGNER SD 57380","605-384-4580 / 888-384-4580",https://deerequipment.com/
"C & B Operations LLC (Parkston)","1109 S HWY 37 PARKSTON SD 57366","605-928-3325",https://deerequipment.com/
"C & B Operations LLC (Roscoe)","602 W MERRILL AVE ROSCOE SD 57471","605-287-4281 / 800-592-1822",https://deerequipment.com/
"C & B Operations LLC (Selby)","2408 MAIN ST SELBY SD 57472","605-649-7665 / 800-658-3634",https://deerequipment.com/
"C & B Operations LLC (Freeman)","615 N HWY 81 FREEMAN SD 57029","605-925-4241 / 800-251-6912",https://deerequipment.com/
"C & B Operations LLC (Yankton - HQ)","2200 E HWY 50 YANKTON SD 57078","605-665-3762 / 800-952-2424",https://deerequipment.com/
"Forklifts of North Dakota (F/MN)","1808 E. Main Avenue West Fargo ND 58078","701-282-2334 / 800-342-4964",http://www.forkliftsofmn.com/?division=nd
"Van Wall Lift Truck","13747 Industrial Road, Omaha NE 68137","866-891-1024",http://www.vanwalllift.com/
"Bobcat of Gillette","4520 S. DOUGLAS HWY Gillette, WY 82716","307-686-4890",http://bobcatofcasper.com/
"Forklift Systems, Incorporated","884 Elm Hill Pike, Nashville TN 37210","615-255-6321 / 800-752-1882",http://www.forkliftsystems.com/
"Industrial LIft Truck dba Action Material Handling","1259 Hooker Road, Chattanooga TN 37407","423-867-3333",http://www.action-material-handling.com/
"Industrial Lift Truck","464 Rock Quarry Road, Soddy-Daisy, TN, USA","423-867-3333",""
"Lift Service Inc.","Lift Service Inc. 1110 Hwy. 20 Tuscumbia AL 35674","256-381-0021",https://liftserviceinc.com/
"Material Handling, Inc","4709 Middle Creek Lane Knoxville TN 37921","865-281-1500",http://www.mhiusa.net/
"Delta Materials Handling, Inc.","1984 McCullough Blvd Tupelo, MS 38801","662-844-5766",http://www.deltamat.com/Tupelo
"Union City Forklift, Inc.","2311 North 5th Street, Forklift Ctiy TN 38261","731-885-6900 / N/A",http://www.liftprousa.com/
"Doosan Material Handling Solutions","5635 Gwaltney Drive Atlanta GA 30336","770-941-0239",http://www.doosanmhs.com/
"Burke Handling Systems","4286 Highway 69 South, Columbus MS 39704","662-327-6000 / 800-870-6005",http://www.burkehandling.com/
"Doosan Material Handling Solutions","2475 Mill Center Parkway, Buford, GA, USA","678-745-2230",http://www.doosanmhs.com/
"Forklift Systems, Incorporated","4300 Chef's Way Louisville KY 40218","502-654-8999",http://www.forkliftsystems.com/
"Union City Forklift, Inc.","4056 Homewood Road, Memphis TN 38118","901-377-3330 / N/A",http://www.liftprousa.com/
"Bohnert Equipment Co.","1010 South 9th Street Louisville KY 40203","502-584-3391",http://www.bohnert.com/
"BTL America LLC","2776 Gunter Park Drive, Unit E Montgomery, AL 36109","706-298-6492 / 334-707-5329",""
"KOAM Maintenance, LLC","4520 Selma Hwy Montgomery, AL 36108","334-744-3660",http://www.koammaint.com/
"Associated Supply Company, Inc.","3010 South Treadaway Blvd, Abilene TX 79602","325-698-2726 / 888-376-1321",http://www.ascoeq.com/
"Associated Supply Company, Inc.","700 Knickerbocker Road, San Angelo TX 76903","325-655-5666 / 888-376-1321",http://www.ascoeq.com/
"Associated Supply Company, Inc.","1200 Cottonflat Road, Midland TX 79701","432-685-9999 / 888-376-1321",http://www.ascoeq.com/
"Associated Supply Company, Inc.","3412 Kermit Highway, Odessa TX 79764","432-337-2823",http://www.ascoeq.com/
"Associated Supply Company, Inc.","2102 East Slaton Road, Lubbock TX 79404","806-745-2000 / 888-376-1321",http://www.ascoeq.com/
"Associated Supply Company, Inc.","2900 Henry S Grace Freeway, Wichita Falls TX 76302","940-687-2726",http://ascoeq.com/
"Associated Supply Company, Inc.","4146 IH-10 East, San Antonio TX 782219","210-333-8000",http://www.ascoeq.com/
"Associated Supply Company, Inc.","202 Interstate 35 Frontage Rd, Belton, TX 76513","(254) 613-1500",http://www.ascoeq.com/
"Elite Material Handling","900 Port America Place, Grapevine TX 76051","817-595-5995",http://www.elitemh.com/
"Associated Supply Company, Inc.","12805 Hwy 290 East Manor, TX 78653","(512) 272-8922",http://www.ascoeq.com/
"Associated Supply Company, Inc.","1920 S East Loop 410 San Antonio, TX 78220","210-333-8000",http://www.ascoeq.com/
"Associated Supply Company, Inc.","1875 N. Earl Rudder Fwy Bryan, TX 77803","(979) 779-8942",http://www.ascoeq.com/
"Associated Supply Company, Inc.","2800 Highway 290 W Brenham, TX 77833","979-836-6641",http://www.ascoeq.com/
"Associated Supply Company, Inc.","7576 I-40 East, Amarillo TX 79118","806-372-8386 / 888-376-1321",http://www.ascoeq.com/
"Associated Supply Company, Inc.","108 South Maple St Clovis NM 88101","575-742-2726",http://www.ascoeq.com/
"Dillon Toyota Lift","Dillon Toyota Lift 2640 California Ave. Salt Lake City UT 84104","801-972-1930 / 800-624-2729",http://www.dillontoyotalift.com/
"C & B Operations LLC (Blackfoot)","1102 W BRIDGE STREET BLACKFOOT ID 83221","208-785-0520 / 800-782-0520",https://deerequipment.com/
"Dillon Toyota Lift","Dillon Toyota Lift 2354 Eldridge Ave. Twin Falls ID 83301","208-466-8994 / 800-327-7741",http://www.dillontoyotalift.com/
"Pro Rentals & Sales","402 E Anderson St Idaho Falls, ID 83401","208-529-5570",https://www.prorentalsandsales.com/
"C & B Operations LLC (Idaho Falls)","2105 E INDUSTRIAL BLVD IDAHO FALLS ID 84301","208-522-6372 / 888-210-7235",https://deerequipment.com/
"SecurLift (Reparacion)","1005 Industrial Boulevard Farnham QC J2N 2X3","450-337-1463",https://securlift.ca/en/
"Ryder Material Handling","3430 Griffith Street Montreal QC H4T1A7","514-342-3471 / 877-877-8423",http://www.rydermaterialhandling.com/
"W.D. Matthews Machinery","309 Sheep Davis Road Concord NH 03301","603-225-1171",https://www.wdmatthews.com/
"W.D. Matthews Machinery","901 Center Street Auburn ME 04210","207-784-9311",https://www.wdmatthews.com/
"Hansler Industries, Ltd.","580 King Street West Brockville, ON K6V 5T3","613-342-4450",http://www.hansler.ca/
"Ryder Material Handling","North Gate Plaza, Highway 29 Brockville ON K6V6E6","613-342-9268",http://www.rydermaterialhandling.com/
"Hansler Industries, Ltd.","2900 Old Sheffield Rd Unit # 8 Ottawa, Ontario K1B 1A4","613-736-8855",http://www.hansler.ca/
"Ryder Material Handling","2188 Thurston Drive Ottawa ON K1G4V4","613-739-1484 / 800-268-2125",http://www.rydermaterialhandling.com/
"W.D. Matthews Machinery","W.D. Matthews Machinery 297 Hartford Turnpike Shrewsbury MA 1545","508-798-3411",https://www.wdmatthews.com/
"Ryder Material Handling","125 Rue Fortin, Quebec City, QC G1M 3M2","418-767-2277 / 877-877-8423",http://www.rydermaterialhandling.com/
"Lift Truck Parts & Service","20 Parkside Drive, West Springfield MA 01089","866-436-7967",http://lifttruckmass.com/
"Lift Truck Parts & Service II","140 Manley Street Brockton, MA 02301","(508) 313-5600",https://www.facebook.com/lifttruckmass/
"Mullen Industrial Handling Corporation","6245 Fly Road, Handling East Syracuse NY 13057","315-437-3386 / N/A",http://www.mullenindustrial.com/
"Summit Handling Systems","39 Murphy Road North Franklin, CT 06254","860-642-4377",https://www.summithandling.com/?utm_source=Doosan&utm_medium=Dealer%20Locator&utm_campaign=Dealer%20Locator
"Summit Handling Systems","11 Defco Park Road North Haven, CT 06473","203-239-5351",https://www.summithandling.com/?utm_source=Doosan&utm_medium=Dealer%20Locator&utm_campaign=Dealer%20Locator
"Quality Lift Trucks","115 North Glover Avenue Chula Vista CA 91910","619-425-1640",""
"Doosan Material Handling Solutions","5650 Knott Ave, Buena Park, CA 90621","(714) 676-8750",http://www.doosanmhs-socal.com/
"Cromer Material Handling","5260 Cameron St, Las Vegas NV 89118","702-207-4700 / N/A",http://www.cromer.com/
"Cromer Material Handling","4140 Cannoli Circle, Suite B, Las Vegas NV 89103","702-207-4700",http://www.cromer.com/
"National Lift Fleet Leasing","201 North Rice Avenue, Unit G, Oxnard CA 93030","805-381-1887 / 866-528-2902",http://www.nlfl.com/
"Cromer Material Handling","4608 Saco Road, Bakersfield, CA, 93308","661-393-2460 / 800-640-6175",http://www.graylift.com/
"Reliable Forklift Sales","2150 East University Drive Phoenix AZ 85034","602-415-9996 / N/A",http://www.reliableforkliftsales.com/
"Cromer Material Handling","1205 South Blosser Road, Santa Maria, CA, 93454","805-922-1767 / 800-237-4957",http://www.graylift.com/
"Cromer Material Handling","4646 E. Jensen Ave., Fresno, CA, 93725","559-268-6621 / 800-464-3225",http://www.graylift.com/
"Jefferds Corporation (Homestead)","420 Bradley Drive, Lynchburg VA 24506","434-845-4699",http://www.jefferds.com/
"Jefferds Corporation (Homestead)","961 Laurel Hill Rd., Verona 24482","540-248-3600",http://www.jefferds.com/
"Southeast Industrial Equipment","5130 Commerce Road Richmond VA 23234","804‐714‐0799 / 866-696-9125",https://sielift.com/
"Alliance Material Handling, Inc.","5006 Byrd Industrial Drive, Richmond VA 23231","866 264 5438 / 804-222-7550",http://www.alliancemat.com/
"Jefferds Corporation (Homestead)","3218 Salem Turnpike, NW, Roanoke VA 24017","540-344-0911",http://www.jefferds.com/
"Mobilift of Burlington, Inc.","572 Trollingwood/Hawfields Road, Burlington NC 27302","336-578-1000 / 888-928-2635",http://www.mobiliftnc.com/
"Alliance Material Handling, Inc.","161 Industrial Drive, Winchester VA 22602","866 264 5438 / 540-868-4180",http://www.alliancemat.com/
"Mobilift of Burlington, Inc. High Point","1399 Lorraine Avenue, High Point NC 27263","336-434-4505 / 888-928-2635",http://www.mobiliftnc.com/
"Southeast Industrial Equipment","3534 Business Center Drive, Chesapeake VA 23323","757‐512‐1024 / 866-696-9125",https://sielift.com/
"Alliance Material Handling, Inc","921B Corporate Lane Chesapeake VA 23320","866 264 5438",http://www.alliancemat.com/
"Jefferds Corporation","8360 Water Street, Stonewood WV 26301","304-623-6541 / 800-735-8111",http://www.jefferds.com/
"Alliance Material Handling, Inc.","8320 Sherwick Court, Jessup MD 20794","301-497-2600 / 866-264-5438",http://www.alliancemat.com/
"Mobilift of Burlington dba Cape Fear Lift Trucks","1200 South Eastern Blvd., Fayetteville NC 28306","910-486-4200 / 888-928-2635",http://www.mobiliftnc.com/
"Jefferds Corporation (Homestead)","Jefferds Corporation (Homestead) 223 Lee Highway Chilhowie VA 24319","276-646-0240 / 888-848-6216",http://www.jefferds.com/
"Jefferds Corporation","2070 Winfield Road, St. Albans 25177","304-755-8111 / 800-735-8111",http://www.jefferds.com/
"Alliance Material Handling, Inc.","8320 Sherwick Court, Jessup MD 20794","301-497-2600 / 866-264-5438",http://www.alliancemat.com/
"Alliance Material Handling, Inc.","161 Industrial Drive, Winchester VA 22602","866 264 5438 / 540-868-4180",http://www.alliancemat.com/
"Alliance Material Handling","509 Hatchery Road, Dover DE 19901","866-264-5438",https://www.alliancemat.com/
"Best Line Equipment","5120 East Trindle Road, Mechanicsburg PA 17050","800-577-7115",http://www.bestline.com/
"Alliance Material Handling, Inc.","5006 Byrd Industrial Drive, Richmond VA 23231","866 264 5438 / 804-222-7550",http://www.alliancemat.com/
"Southeast Industrial Equipment","5130 Commerce Road Richmond VA 23234","804‐714‐0799 / 866-696-9125",https://sielift.com/
"Jefferds Corporation (Homestead)","961 Laurel Hill Rd., Verona 24482","540-248-3600",http://www.jefferds.com/
"Toyotalift NE","1000 Taylors Lane, Unit 6 NJ 08077","856-303-0235",http://www.toyotaliftne.com/
"Best Line Equipment","140 Hawbaker Industrial Drive, State College PA 16803","814-237-9050 / 800-792-0635",http://www.bestline.com/
"Delaware Valley Lift Trucks Inc.","1311 Ford Road, Bensalem PA 19020","215-447-0000 / 888-706-5070",http://www.dvlift.com/
"Best Line Equipment","1315 Hausman Road, Allentown PA 18104","484-223-3814 / 866-573-5559",http://www.bestline.com/
"Southeast Industrial Equipment","3534 Business Center Drive, Chesapeake VA 23323","757‐512‐1024 / 866-696-9125",https://sielift.com/
"Alliance Material Handling, Inc","921B Corporate Lane Chesapeake VA 23320","866 264 5438",http://www.alliancemat.com/
"Jefferds Corporation (Homestead)","420 Bradley Drive, Lynchburg VA 24506","434-845-4699",http://www.jefferds.com/
"Certified Lift Specialists Inc","4522 State Route 136, Greensburg, PA, 15601, US","724-830-9972 / N/A",https://clsforklift.com/
"Jefferds Corporation","8360 Water Street, Stonewood WV 26301","304-623-6541 / 800-735-8111",http://www.jefferds.com/
"Jefferds Corporation","514 29th St., Parkersburg WV 26101","304-422-6491 / 800-735-8111",http://www.jefferds.com/
"Jefferds Corporation","2070 Winfield Road, St. Albans 25177","304-755-8111 / 800-735-8111",http://www.jefferds.com/
"Jefferds Corporation (Homestead)","961 Laurel Hill Rd., Verona 24482","540-248-3600",http://www.jefferds.com/
"Jefferds Corporation (Homestead)","3218 Salem Turnpike, NW, Roanoke VA 24017","540-344-0911",http://www.jefferds.com/
"Jefferds Corporation (Homestead)","420 Bradley Drive, Lynchburg VA 24506","434-845-4699",http://www.jefferds.com/
"Certified Lift Specialists Inc","4522 State Route 136, Greensburg, PA, 15601, US","724-830-9972 / N/A",https://clsforklift.com/
"Alliance Material Handling, Inc.","161 Industrial Drive, Winchester VA 22602","866 264 5438 / 540-868-4180",http://www.alliancemat.com/
"Jefferds Corporation (Homestead)","Jefferds Corporation (Homestead) 223 Lee Highway Chilhowie VA 24319","276-646-0240 / 888-848-6216",http://www.jefferds.com/
"Langer Material Handling, Inc.","100 Industrial Drive West, Valencia PA 16059","724-898-2000",http://www.langermhi.com/
